0 1 2 3 4 5 6 7 8
411 235054506 115000662 161026556 212865192 72496448 247660392 84681339 39890507
412 229177352 115000662 78671411 194041231 208616133 181486660 203104040 96137843
413 237126925 210375873 190175089 214348156 14777772 135702231 28095853 123691576
414 184174577 61982416 114801433 174535721 27678245 99620502 189257427 66532982
415 217941919 200144036 155409623 249606476 120878539 47427602 145191552 76464417
416 61297320 115000662 223036787 205708588 83657394 155689611 191358011 61950187
417 151636470 115000662 78671411 40717314 246539070 224187687 83240692 171462905
418 7791144 115000662 33806622 76375201 237619649 220447392 150261016 47726880
419 158783807 61982416 51881900 257356411 120878539 267945786 223108565 216858007
420 103722468 200144036 141893427 243313709 241344422 158789952 48228733 151366377
421 175542147 115000662 161026556 258101182 124407944 263777069 175819305 107451260
422 27357214 210375873 190175089 260113239 186117997 110479172 82869667 228685640
423 190690886 210375873 62325828 112595176 222770659 152203662 24398218 191407681
424 121798815 210375873 130143451 209253630 26575330 151270997 89804541 179984827
425 8275968 210375873 171404862 216273108 87423536 13269043 9922799 71779426
426 175162377 115000662 78671411 267896277 120878539 263777069 105511051 28468593
427 194125241 200144036 155409623 240671849 51677445 194848274 113480502 133023677
428 130511740 54473832 106555121 241206950 139623049 192002551 99816406 134547344
429 247119928 61982416 103857286 218196376 116700769 91015052 265812721 201096582
430 37957024 210375873 130143451 240671849 141447188 256244483 155224958 98039402
431 77872494 61982416 103857286 211718565 103069196 40711347 96446886 142830513
432 261924074 200144036 246272594 255349367 243231745 55732356 266486785 182922184
433 153004529 115000662 161026556 267145341 222770659 40711347 79387723 150026013
434 41240274 54473832 175834199 18620715 257729423 56190251 248612186 54563605
435 161915860 210375873 168210540 28485613 72496448 267945786 31125430 11619654
436 163471562 115000662 78671411 111429987 27678245 99620502 155534201 207432938
437 30362216 54473832 106555121 197611443 72496448 263777069 67682116 235291990
438 35190874 115000662 13702724 241206950 246539070 106358258 230959598 62152041
439 56108338 200144036 246272594 218924135 237619649 133845607 192783545 114289548
440 264663266 210375873 130143451 149051952 126219244 202239615 150846184 139980332
441 219235990 210375873 168210540 198746290 203642374 12251392 27384355 118933442
442 57482320 61982416 114801433 241206950 126219244 97020536 197067399 105671448
443 192646679 61982416 151692331 95977367 77876673 252013187 191816312 213477411
444 253475191 210375873 171404862 249606476 120878539 158789952 59990033 13541431
445 218168238 115000662 161026556 56739143 51677445 47427602 213536677 109550830
446 217198824 115000662 161026556 54611443 83657394 99620502 31514744 154335778
447 17030018 54473832 212741261 162023467 126219244 158789952 102634829 213578756
448 129435719 115000662 223036787 29589141 246539070 110479172 133579049 163051956
449 187365972 200144036 168006172 178968127 51677445 56190251 140415066 114834037
450 218418797 61982416 51881900 218924135 87423536 19052129 54658678 104844140
451 93441340 61982416 170648106 47528952 94247280 94982009 112017997 158831406
452 255488430 115000662 33806622 161538009 159387837 13269043 179164565 171484398
453 101697741 210375873 130143451 221362895 257729423 151270997 40835275 24375292
454 240348301 54473832 212741261 172788593 237619649 23488070 38764703 210033658
455 134619864 200144036 155409623 55640854 82613657 55732356 221191791 12352463
456 232649076 54473832 212741261 29589141 223997165 133845607 217774039 15104172
457 56559874 54473832 181293971 26327365 39829735 106612650 233615565 252640411
458 133415751 200144036 155409623 127518561 183144979 110551496 195253877 532840
459 168134254 200144036 141893427 76375201 108029724 40711347 88924647 99813891
460 165364070 210375873 168210540 176641637 51677445 247660392 77579700 203243874
461 92794848 54473832 106555121 209253630 119465050 192002551 249490952 31111150
462 33861686 54473832 106555121 255761413 83657394 183909529 194675990 179314282
463 112270653 200144036 246272594 249606476 159387837 97020536 183851498 236976140
464 27327666 61982416 170648106 56739143 141447188 23488070 10260385 183093311
465 260403247 61982416 170648106 133634324 112532803 55732356 238554231 263027532
466 254382365 210375873 190175089 29589141 112532803 124987550 124239583 152631144
467 76500581 200144036 257438331 202022987 159387837 51757354 223745704 69591590
468 239124021 61982416 114801433 172788593 203642374 40711347 257628029 108587085
469 93434886 115000662 223036787 205708588 72136496 181486660 30861217 189573295
470 213993932 200144036 257438331 122316367 183144979 192002551 42620459 211119634
471 90754416 115000662 33806622 13362753 116700769 56190251 12685943 191973079
472 124992976 210375873 62325828 127518561 203642374 152203662 56662769 68617946
473 113906971 115000662 161026556 144640000 222770659 91015052 215057650 183901130
474 136607400 115000662 78671411 144640000 135362666 11830193 132438490 244968504
475 63926412 210375873 130143451 267896277 103069196 97020536 259688755 2731536
476 155780692 210375873 190175089 177430055 208616133 263777069 225321467 22421976
477 198790815 115000662 33806622 237266106 166805541 56190251 170357956 156565711
478 176118453 61982416 103857286 177430055 83657394 202239615 4718861 129416961
479 59014789 200144036 168006172 237006135 166805541 142019900 242291802 146967526
480 12983349 54473832 106555121 75671957 246539070 149597669 19783949 240880701
481 12354659 115000662 78671411 255761413 72496448 51757354 173533884 19702180
482 243217346 54473832 212741261 205708588 83657394 47427602 182683301 228839313
483 49615297 115000662 13702724 249606476 26575330 133845607 30628699 172613080
484 32574062 115000662 13702724 37802606 141447188 19052129 135834186 8883842
485 256528507 210375873 62325828 214348156 119465050 158789952 237551885 40911908
486 238616080 61982416 103857286 166183253 241344422 135702231 235429379 262221818
487 26630905 54473832 181293971 169555235 72136496 263777069 123856756 58001710
488 130672695 200144036 246272594 121540724 51677445 220447392 124014544 63251965
489 140710345 200144036 155409623 241206950 124407944 110479172 65520456 214327654
490 231473011 61982416 114801433 35403856 83657394 12251392 132091634 218223651
491 243941392 210375873 62325828 133634324 120878539 55732356 91109459 252391739
492 186598299 61982416 170648106 123340549 66959925 247660392 255934976 169177018
493 48923557 61982416 103857286 255761413 46539811 135702231 27948356 60777238
494 85833282 61982416 170648106 104620052 223997165 135702231 197934048 57684454
495 72843035 61982416 170648106 68383394 94247280 135702231 28210734 162588874
496 113276931 115000662 161026556 242876626 83657394 142019900 89969038 222508589
497 12505110 200144036 168006172 47528952 112749351 106612650 238589668 267117046
498 37205138 200144036 168006172 205708588 116700769 99620502 165193404 68652460
499 55436427 210375873 168210540 166183253 183144979 8579766 10603864 212608716
500 211348220 61982416 114801433 205708588 66959925 152203662 207871569 174495458
501 75116221 61982416 103857286 70878646 128326483 142019900 103710843 88204325
502 70803978 200144036 246272594 83021148 243231745 247660392 130113270 107537336
503 75368694 200144036 257438331 200024005 103069196 133845607 242754777 242111553
504 249867274 200144036 257438331 216273108 77876673 152203662 118861512 60267914
505 135745513 61982416 170648106 228757618 237619649 155689611 227942954 33718060
506 50528945 115000662 78671411 200024005 103069196 263777069 194144898 31089695
507 45645717 61982416 51881900 47367341 257729423 19052129 69523107 25924824
508 155179823 115000662 78671411 163118918 223997165 181486660 67683128 124201313
509 121264025 115000662 223036787 43151066 103069196 256244483 133960029 9057124
510 255214875 61982416 51881900 35403856 192566919 51757354 255533442 71199652
511 166296178 115000662 13702724 198386746 222770659 158789952 163287313 17178408
512 95915320 54473832 175834199 160617688 82613657 11830193 168558439 106715859
513 116422646 210375873 171404862 153179951 77876673 183909529 35925140 250946131
514 13506075 61982416 170648106 111429987 77876673 13269043 141951729 12189220
515 79268530 54473832 212741261 40717314 128326483 149597669 24605337 157883757
516 82688375 115000662 161026556 190603582 94247280 110479172 212789701 91763073
517 172314682 210375873 130143451 70878646 103069196 183909529 228955332 208089424
518 104756513 61982416 51881900 112595176 208616133 247660392 174349606 260061830
519 218957967 210375873 171404862 55640854 203642374 263777069 158847081 127212849
520 222747888 115000662 161026556 31244968 14777772 202239615 4674496 194058441
521 20991675 210375873 168210540 216273108 116700769 247660392 184825135 227289566
522 8472822 210375873 171404862 104620052 241344422 202239615 62687688 119823102
523 42368791 61982416 170648106 138620690 126887577 220447392 10009246 80735638
524 231997346 115000662 78671411 194041231 72496448 51757354 53300625 217156759
525 72816832 210375873 190175089 202022987 51677445 194848274 198178327 195552785
526 43566698 54473832 212741261 55299661 51677445 8579766 159701440 238281474
527 174221308 210375873 171404862 60299962 12130452 158789952 195642649 113118592
528 235927405 200144036 257438331 68196258 223997165 110479172 224121733 150448806
529 232868420 210375873 62325828 110713927 208616133 133845607 117893366 68468673
530 67033306 61982416 170648106 214348156 135362666 192002551 18184146 223172728
531 259451569 200144036 155409623 171521909 186117997 94982009 191067304 186048138
532 185509346 115000662 78671411 60891107 135362666 267945786 152436465 266264790
533 222271506 200144036 257438331 214348156 183144979 51757354 121021143 105035114
534 87818836 54473832 212741261 203777016 108029724 151270997 122988237 266799873
535 200935432 54473832 212741261 55230321 72496448 19052129 135934438 165820683
536 27986862 200144036 141893427 68196258 124407944 56190251 28972242 31110234
537 110161615 115000662 13702724 257356411 100254891 149597669 252907673 170841016
538 254228926 115000662 13702724 260680954 203642374 40711347 185127647 185223006
539 255353272 210375873 130143451 218924135 78784375 47427602 267717747 136341815
540 32167579 115000662 78671411 110713927 126887577 11830193 39952973 10080607
541 1550073 210375873 168210540 267896277 141447188 158789952 157752544 116307646
542 1382135 115000662 33806622 133181507 223997165 99620502 258888267 61354096
543 185138249 54473832 106555121 64294847 78784375 13269043 245220622 89562586
544 251184688 200144036 155409623 54611443 120878539 19052129 8181237 61213632
545 83767983 210375873 62325828 240768747 139623049 55732356 151615866 221361089
546 227575465 200144036 168006172 144530453 46539811 151270997 193488302 196870030
547 263568354 61982416 51881900 236182814 159387837 94982009 223632201 1946997
548 89008584 210375873 190175089 221362895 94247280 106612650 73000332 252876701
549 222249777 54473832 212741261 68383394 124407944 106612650 123977644 188768256
550 59147878 61982416 151692331 121689166 108029724 152203662 72774187 24485638
551 115001033 54473832 106555121 241206950 77876673 55732356 88960025 167226801
552 132724640 61982416 151692331 111429987 112749351 194848274 246496753 214112353
553 106039527 200144036 141893427 80892824 112749351 94982009 35069291 11747052
554 13503481 54473832 212741261 121689166 246539070 158789952 33321292 56973789
555 195413989 61982416 170648106 236807220 14777772 152203662 188006779 218563947
556 22574954 200144036 141893427 68383394 14777772 155689611 208059023 109691369
557 249007445 210375873 168210540 241206950 46539811 8579766 253209233 79012224
558 243225580 210375873 62325828 228757618 192566919 12251392 41677488 9057124
559 29072371 210375873 62325828 258101182 108029724 133845607 26234959 12960857
560 158662060 200144036 168006172 198386746 128326483 181486660 61232213 164943403
561 199073657 115000662 78671411 260207037 119465050 192002551 138030264 2344805
562 26145991 210375873 171404862 174535721 186117997 97020536 101435463 20455444
563 256446706 210375873 62325828 205708588 12130452 91015052 182672151 223139378
564 242796722 200144036 155409623 154699671 64558329 133845607 149823677 29409473
565 250019651 115000662 78671411 216273108 26575330 220447392 23074083 1408944
566 131698011 200144036 168006172 152828441 155193115 124987550 173976172 221302186
567 72459422 54473832 19651323 121689166 155193115 56190251 62264401 85133174
568 133251318 210375873 62325828 147658551 243231745 252013187 127007083 93348215
569 218066918 61982416 114801433 209253630 39829735 12251392 23335240 221125603
570 263914088 54473832 175834199 218196376 119465050 133845607 251257643 193210889
571 121517873 200144036 155409623 104645345 112749351 183909529 14061702 177766741
572 227285937 61982416 51881900 233810545 81818632 252013187 69307354 232865858
573 13435367 200144036 141893427 83021148 120878539 263777069 593909 105195994
574 151019586 200144036 141893427 263660942 124407944 40711347 165627031 110180835
575 205667856 115000662 78671411 190603582 77876673 256244483 83210222 261000278
576 121960654 210375873 171404862 236807220 108029724 106612650 147219658 188261234
577 49212437 200144036 155409623 13362753 141447188 56190251 14959687 18583373
578 229539538 61982416 114801433 76375201 26575330 94982009 163116741 27042646
579 236254287 210375873 62325828 264256070 46539811 155689611 205926470 64039483
580 240340852 115000662 161026556 233810545 103069196 51757354 95016321 76546067
581 179669209 200144036 168006172 28485613 119465050 142019900 58900644 2752167
582 145298053 61982416 103857286 5635351 87423536 55732356 116315707 62655050
583 196282856 210375873 190175089 56739143 166805541 194848274 71612647 253976239
584 180137140 115000662 161026556 24374577 120878539 55732356 263170390 55909694
585 43961049 54473832 212741261 166183253 126887577 8579766 227997777 106546900
586 218972008 115000662 33806622 55299661 83657394 106358258 132774500 93460789
587 31891639 61982416 151692331 260207037 166805541 135702231 18601982 144265514
588 196672538 54473832 19651323 166183253 135362666 267945786 197871709 242476208
589 205082993 115000662 223036787 111429987 81818632 133845607 232969885 145233532
590 94543666 61982416 170648106 76385941 183144979 181486660 208836237 123371532
591 230559520 115000662 78671411 111497454 223997165 133845607 206181522 139943863
592 107455934 200144036 141893427 86786166 126887577 91015052 192968358 86560819
593 220837724 200144036 168006172 147658551 257729423 192002551 239000633 89044105
594 115220562 210375873 62325828 112595176 94247280 152203662 184968622 38057396
595 3058013 54473832 175834199 112595176 87423536 220447392 64730384 196480925
596 157306107 54473832 181293971 260113239 166805541 220447392 242885244 257309671
597 1282067 61982416 151692331 267896277 124407944 47427602 223172306 90873130
598 121836656 200144036 257438331 37802606 26575330 55732356 56417648 133089259
599 241236300 54473832 175834199 43151066 103069196 51757354 234455852 166260273
600 19048291 61982416 170648106 226285878 78784375 152203662 73086150 258131260
601 1625068 115000662 223036787 91043044 66959925 133845607 191434352 253499750
602 198505125 115000662 161026556 127518561 46539811 142019900 11505971 257481521
603 79710289 115000662 161026556 160617688 64558329 181486660 86704809 51426992
604 251990698 61982416 114801433 237006135 155193115 97020536 193714955 94902411
605 108538603 115000662 33806622 86786166 103069196 158789952 229574705 98505592
606 68983568 210375873 171404862 68196258 124407944 106358258 196966173 35947476
607 246481615 54473832 106555121 211718565 66959925 55732356 253919860 109625685
608 229844769 200144036 168006172 121540724 166805541 8579766 197469683 168767783
609 177714778 200144036 246272594 257356411 14777772 247660392 217856693 40005763
610 137496547 115000662 33806622 152828441 183144979 13269043 92859586 204736234
611 3866456 61982416 170648106 40717314 135362666 47427602 71131172 265482087
612 71750 61982416 170648106 214348156 155193115 23488070 45674465 4172475
613 228545846 210375873 130143451 233810545 126219244 106358258 244224538 265807855
614 23850080 200144036 141893427 54611443 243231745 181486660 237753465 166278057
615 205758795 61982416 114801433 160617688 78784375 181486660 266419719 177492089
616 176927446 200144036 168006172 121689166 112749351 155689611 205699031 92757661
617 207278570 200144036 155409623 76375201 128326483 94982009 143119198 179888623
618 99024500 200144036 155409623 112595176 26575330 23488070 45575558 213854972
619 81310562 210375873 130143451 162945461 39829735 55732356 174848351 45395144
620 47586765 210375873 168210540 123340549 78784375 124987550 70705414 226556092
621 61345880 54473832 212741261 47528952 51677445 247660392 30332561 35775584
622 226572887 54473832 175834199 86786166 155193115 267945786 72669186 198291243
623 11431796 210375873 171404862 171521909 46539811 12251392 55407215 37068003
624 56503232 115000662 161026556 56739143 55653802 142019900 93367318 80037533
625 219674929 210375873 168210540 166183253 183144979 158789952 202206375 75328929
626 54717345 115000662 161026556 212840009 87423536 152203662 108854341 63531436
627 136753941 61982416 151692331 246199936 66959925 142019900 102632806 157417221
628 176679913 210375873 190175089 192758323 223997165 23488070 90121094 53523451
629 23020949 54473832 175834199 60044243 192566919 149597669 212421635 155665169
630 102916969 200144036 168006172 110713927 257729423 106358258 155102153 170659867
631 167965024 200144036 155409623 267896277 141447188 267945786 98771525 218665027
632 254791266 210375873 130143451 260091196 222770659 97020536 171706953 262733234
633 246767855 210375873 190175089 171521909 203642374 135702231 259348588 208726589
634 165166580 210375873 168210540 260428728 141447188 91015052 34182420 190733194
635 160610009 54473832 175834199 147658551 14777772 155689611 111989747 139898941
636 257497953 54473832 19651323 216273108 124407944 40711347 177490097 188321331
637 137565793 54473832 175834199 56739143 159387837 192002551 229496460 237540055
638 47073336 54473832 106555121 83021148 128326483 51757354 77975017 159520229
639 267209656 200144036 168006172 91043044 208616133 142019900 97640435 134145298
640 126996211 115000662 161026556 139095613 257729423 99620502 142616417 210964432
641 9332951 54473832 19651323 263993707 82613657 152203662 168528173 5890127
642 18812626 61982416 51881900 192758323 112532803 97020536 255937607 223903180
643 41030608 210375873 171404862 205708588 46539811 91015052 171263691 244223544
644 150655562 54473832 181293971 258101182 141447188 40711347 252913746 11927009
645 77908331 61982416 103857286 197271220 135362666 151270997 176864814 142035550
646 57930258 54473832 181293971 24374577 116700769 11830193 223164961 181768091
647 42933011 210375873 168210540 34863624 183144979 135702231 69774424 78189356
648 209212480 210375873 130143451 133181507 222770659 155689611 201244590 233489704
649 237536961 115000662 161026556 267145341 208616133 247660392 241538824 156858000
650 12720053 54473832 212741261 246199936 223997165 55732356 231152390 90258244
651 257857737 54473832 181293971 37802606 78784375 267945786 57303789 243473231
652 135164723 115000662 161026556 5635351 12130452 181486660 171095 189378951
653 101168490 115000662 13702724 149051952 94247280 247660392 131985208 227442202
654 149427774 200144036 141893427 225742514 222770659 267945786 21486498 119639411
655 191346245 115000662 161026556 267145341 87423536 194848274 255663070 255986451
656 168052807 115000662 13702724 162023467 72496448 202239615 152002958 159538862
657 167600371 210375873 62325828 18620715 124407944 11830193 76889744 8460260
658 32842962 115000662 13702724 263993707 108029724 152203662 213181083 49375611
659 66761285 210375873 130143451 178968127 257729423 158789952 35027916 123937153
660 248826282 54473832 175834199 260113239 46539811 106612650 72763163 19180215
661 50218798 210375873 171404862 214348156 166805541 133845607 163502862 17539942
662 252461856 61982416 103857286 68196258 166805541 11830193 227691896 257777434
663 26815828 61982416 114801433 174649629 243231745 263777069 201517581 125403745
664 126563886 61982416 51881900 218924135 100254891 224187687 70774700 17532720
665 115089997 115000662 223036787 205708588 139623049 91015052 21759126 47630792
666 171207818 115000662 223036787 70055464 257729423 97020536 152338207 85521674
667 119442643 61982416 51881900 237006135 120878539 55732356 221267965 106917706
668 184558645 200144036 155409623 260428728 77876673 11830193 171378911 69261357
669 162206780 115000662 33806622 122316367 128326483 110551496 132939551 78833602
670 225428030 115000662 161026556 120715138 203642374 106358258 184001419 246000163
671 126105735 54473832 212741261 69166053 246539070 13269043 227021888 248835572
672 54520758 200144036 141893427 198746290 66959925 11830193 162497006 151396852
673 90957501 200144036 141893427 249606476 100254891 47427602 226964363 98426982
674 244890507 210375873 168210540 209253630 250794279 124987550 263354946 257053235
675 86864393 115000662 33806622 226275914 222770659 106612650 251038682 25064530
676 131245318 115000662 33806622 67605095 135362666 106612650 109157280 207814730
677 210824905 61982416 151692331 55299661 243231745 267945786 240445429 165076823
678 162266962 61982416 151692331 243313709 241344422 142019900 132396305 67887424
679 208891918 61982416 114801433 137821327 27678245 12251392 193971333 229509456
680 153467560 115000662 78671411 166183253 119465050 11830193 258387670 57351433
681 183580399 210375873 171404862 120715138 26575330 183909529 197556527 68480954
682 159315309 54473832 212741261 138323186 159387837 252013187 145729927 235503730
683 92053690 54473832 212741261 56739143 112749351 97020536 98226594 204790250
684 119670423 210375873 190175089 236807220 243231745 149597669 243450819 57150253
685 174593754 210375873 62325828 166183253 124407944 158789952 257703556 217635003
686 61847035 54473832 106555121 198386746 241344422 267945786 253475566 17490631
687 124811318 54473832 175834199 138323186 51677445 13269043 74293124 203726626
688 182108119 61982416 103857286 127518561 183144979 194848274 34703192 63975460
689 62781432 61982416 51881900 98441497 126219244 40711347 6851386 202961786
690 18763433 210375873 171404862 263660942 246539070 263777069 138726654 116193866
691 103111375 210375873 168210540 31244968 81818632 152203662 109995308 183816760
692 121851865 115000662 78671411 178968127 257729423 47427602 103720564 145981931
693 130859342 54473832 106555121 83021148 139623049 99620502 159168710 78176063
694 65537392 210375873 168210540 144640000 166805541 192002551 40681159 57777199
695 143107083 200144036 141893427 160617688 155193115 91015052 40267759 164635907
696 172549437 210375873 190175089 67605095 81818632 110479172 11991204 195194075
697 35819129 61982416 114801433 104645345 46539811 256244483 231574174 68529745
698 244082714 61982416 170648106 237266106 119465050 11830193 37402305 104849545
699 15697159 115000662 33806622 237006135 250794279 183909529 107905597 224552688
700 54996279 210375873 130143451 216273108 246539070 152203662 80924973 112975006
701 48975240 61982416 51881900 249606476 124407944 94982009 232155353 195496436
702 227766509 61982416 114801433 95977367 100254891 106612650 54123086 1557391
703 250388698 210375873 171404862 18842906 257729423 99620502 252370650 43533388
704 216942115 210375873 130143451 154699671 87423536 256244483 64385432 224122472
705 121798013 210375873 190175089 197611443 51677445 124987550 141887445 81321073
706 133551417 210375873 190175089 234689157 243231745 133845607 76480693 123676616
707 25885080 115000662 33806622 133634324 72496448 142019900 167569836 89578945
708 37521256 210375873 171404862 190603582 55653802 47427602 122848628 45991542
709 211705557 61982416 51881900 209253630 186117997 142019900 68923076 45496552
710 253228685 115000662 13702724 26327365 108029724 51757354 82086140 172842915
711 142581814 115000662 33806622 200024005 203642374 106358258 174756872 190264862
712 214783013 210375873 190175089 218196376 192566919 19052129 111159608 5640790
713 69602645 200144036 168006172 212840009 257729423 106612650 8310886 85663808
714 15085448 115000662 33806622 60299962 166805541 152203662 257062367 233155903
715 129503897 200144036 257438331 5635351 94247280 267945786 125575668 65429898
716 23528688 115000662 161026556 26327365 128326483 194848274 218364784 101298024
717 177041090 200144036 155409623 55230321 94247280 220447392 80596227 56856891
718 94438907 210375873 168210540 232774898 203642374 106612650 241811009 102944182
719 221062555 210375873 168210540 104620052 14777772 56190251 62551848 74791626
720 136825931 61982416 103857286 232533711 46539811 56190251 66269163 124474456
721 261112808 54473832 181293971 161538009 208616133 135702231 67891057 5378772
722 41669275 61982416 51881900 70055464 72136496 56190251 155039778 260784414
723 84434461 210375873 62325828 55640854 141447188 99620502 192832000 184436851
724 42232792 210375873 168210540 174649629 94247280 13269043 152900899 255914116
725 105208238 61982416 51881900 240768747 83657394 13269043 27627376 202072372
726 65773735 61982416 51881900 163531552 64558329 56190251 46341488 195094233
727 263079211 210375873 168210540 121540724 166805541 133845607 120133048 121336507
728 186272471 210375873 190175089 197611443 108029724 158789952 117507501 177147874
729 39516003 210375873 168210540 257356411 243231745 158789952 39585456 69738380
730 195059801 61982416 103857286 40717314 46539811 133845607 195366922 229767428
731 107503392 210375873 190175089 240671849 141447188 202239615 20865491 51540339
732 155597184 200144036 246272594 178968127 112749351 142019900 191766956 262254208
733 59451726 61982416 51881900 51561615 112749351 202239615 94183113 93704048
734 127479059 200144036 246272594 153179951 141447188 94982009 109534545 268209963
735 13186097 61982416 170648106 133181507 119465050 106612650 23982021 77840381
736 42552528 210375873 171404862 55299661 119465050 247660392 174275897 138243543
737 186035319 54473832 212741261 163531552 192566919 142019900 194988729 169090690
738 75112722 200144036 246272594 18620715 55653802 194848274 246215600 85228887
739 254697343 210375873 62325828 218196376 203642374 13269043 48270253 38145891
740 37927971 210375873 168210540 177430055 126887577 263777069 71686536 105548370
741 68839127 61982416 151692331 55230321 208616133 263777069 94071338 138119125
742 256416692 54473832 175834199 104620052 103069196 40711347 35215842 253454908
743 182069446 61982416 170648106 112233049 78784375 55732356 125544171 200555645
744 135480106 54473832 212741261 236182814 51677445 135702231 7422564 47461178
745 206990928 210375873 62325828 174649629 192566919 13269043 36710096 168113209
746 122929022 200144036 141893427 144530453 246539070 256244483 74761779 205556653
747 226151474 115000662 33806622 56739143 257729423 181486660 51613423 47604401
748 754922 54473832 106555121 95977367 237619649 106612650 67694533 246697866
749 215186844 200144036 257438331 166183253 186117997 55732356 105521053 63438713
750 49177233 61982416 51881900 138323186 51677445 97020536 86429744 58096567
751 60248980 115000662 33806622 26327365 72496448 47427602 7065408 151854777
752 228055433 54473832 212741261 249606476 112749351 97020536 184951039 152671215
753 71384262 200144036 168006172 130583741 66959925 106358258 41607717 171373676
754 243617466 54473832 175834199 194041231 120878539 155689611 196311910 263011204
755 50551920 200144036 155409623 55230321 112532803 263777069 268398982 124771555
756 52673803 54473832 181293971 228757618 119465050 110551496 220881339 191710898
757 123728081 210375873 168210540 171521909 112532803 192002551 139709342 7984885
758 4553424 115000662 33806622 221362895 192566919 12251392 26665843 105537938
759 144189716 210375873 130143451 241206950 257729423 194848274 173499482 171348949
760 101305185 61982416 151692331 60044243 243231745 158789952 113505653 49977031
761 52554964 210375873 130143451 221362895 126887577 152203662 153970454 8529246
762 139898798 115000662 13702724 249401828 166805541 135702231 95748965 133590041
763 258640022 61982416 151692331 5635351 27678245 133845607 227260476 119703879
764 123832534 115000662 223036787 260428728 83657394 158789952 223331866 154783166
765 89059799 210375873 168210540 242876626 81818632 267945786 126188189 83682554
766 212138610 200144036 257438331 197271220 257729423 97020536 133419972 247596434
767 27541557 200144036 257438331 249401828 27678245 91015052 260842429 143844068
768 237081858 61982416 51881900 226275914 64558329 47427602 178098799 119980192
769 237115047 200144036 257438331 139095613 46539811 151270997 165809833 120077008
770 189985802 200144036 168006172 5635351 126887577 40711347 51348357 126758658
771 68999849 115000662 13702724 137821327 72496448 106358258 203244575 50305505
772 119389153 210375873 168210540 263660942 208616133 135702231 12188237 248615716
773 34853606 210375873 171404862 198746290 186117997 151270997 131990705 49966495
774 251541597 200144036 257438331 267896277 100254891 99620502 250316403 183444265
775 147011299 115000662 78671411 104645345 222770659 97020536 13699834 254373552
776 184984394 54473832 175834199 176641637 116700769 94982009 223578502 89196884
777 168500029 54473832 212741261 194041231 27678245 220447392 161648978 9290178
778 141546792 210375873 171404862 198746290 257729423 149597669 74584120 113570354
779 16258510 200144036 155409623 174443320 100254891 94982009 246405367 58577944
780 138756454 54473832 19651323 75671957 246539070 202239615 42924556 223254914
781 32904387 115000662 223036787 144640000 126219244 106358258 257168218 182956725
782 58345848 115000662 223036787 111429987 55653802 142019900 192498304 58388696
783 244198895 115000662 223036787 35403856 78784375 91015052 26291559 26211985
784 193553291 115000662 161026556 123340549 51677445 106358258 206084511 161757133
785 105506194 210375873 190175089 39881608 64558329 40711347 199806777 233062282
786 266373038 200144036 141893427 203777016 257729423 40711347 262135738 221307409
787 57160494 54473832 19651323 260428728 166805541 181486660 27679516 199966940
788 18011015 210375873 130143451 258101182 77876673 158789952 33001709 18743069
789 86354888 210375873 168210540 198746290 139623049 11830193 145196838 107248850
790 158551020 61982416 170648106 174649629 166805541 13269043 249237752 69835233
791 133439966 200144036 257438331 47456439 203642374 97020536 28912526 113882413
792 234022152 115000662 223036787 240810036 46539811 135702231 223197291 225438710
793 247281076 54473832 175834199 138323186 94247280 194848274 129578234 241427253
794 223002471 54473832 175834199 225742514 51677445 135702231 212347582 61254457
795 154259396 54473832 106555121 211718565 39829735 55732356 93646408 32191788
796 101341893 54473832 175834199 174443320 27678245 183909529 233248069 73897555
797 25899761 61982416 114801433 202022987 77876673 267945786 209912206 96271089
798 65702496 115000662 161026556 111497454 82613657 158789952 54557922 141102415
799 34655614 210375873 168210540 385406 126887577 55732356 118711148 176339310
800 218010625 115000662 33806622 112595176 55653802 267945786 115310744 255458897
801 34504189 54473832 106555121 60891107 82613657 247660392 188157501 99263114
802 108107473 210375873 130143451 13658003 64558329 155689611 96503588 188200959
803 148970939 54473832 181293971 2046089 27678245 135702231 74916812 196432688
804 138813125 200144036 141893427 133634324 26575330 142019900 158790820 123978569
805 222264172 54473832 181293971 228757618 46539811 8579766 222593196 75779294
806 221836356 210375873 171404862 236807220 135362666 224187687 197402465 238650947
807 125341131 200144036 257438331 153384026 192566919 155689611 94691822 129854109
808 100154296 54473832 175834199 209253630 124407944 135702231 72541591 49677619
809 201100302 210375873 171404862 198386746 72496448 142019900 40532635 250096651
810 244044633 54473832 106555121 163118918 66959925 149597669 67592076 8676545
811 81040728 210375873 190175089 200024005 237619649 252013187 168247021 167851403
812 260787278 210375873 190175089 104645345 83657394 267945786 136429562 236290632
813 98651068 61982416 51881900 205708588 222770659 94982009 84283800 26026978
814 140154689 54473832 106555121 111497454 72136496 135702231 249702576 71191491
815 97069335 200144036 155409623 138620690 250794279 11830193 96394649 247069115
816 68313210 115000662 223036787 226285878 166805541 110479172 75849857 93017778
817 114299626 61982416 114801433 130583741 124407944 8579766 133925480 180083729
818 143060474 61982416 51881900 112595176 124407944 55732356 234831525 159594305
819 119206879 54473832 106555121 174443320 108029724 106612650 31186025 194084144
820 185637589 115000662 33806622 202022987 257729423 155689611 87748551 101935184
821 187057004 61982416 170648106 385406 241344422 12251392 9683175 8081220
